id,building,room_number,category,name,capacity,available_capacity_pct,academic_period,has_schedule,status,total_courses,total_allocations
1008733,BLOCO B,006,SALA DE AULA,SALA DE AULA - DBI BLOCO B - 006,20,16,2026/2,True,active,4,15
1008734,BLOCO B,009,SALA DE AULA,SALA DE AULA - DBI BLOCO B - 009,20,16,2026/2,True,active,11,32
1008735,UNKNOWN,1008735,OUTRO,ESPACO_1008735,10,8,2026/2,False,no_schedule,0,0
1008736,UNKNOWN,1008736,OUTRO,ESPACO_1008736,10,8,2026/2,False,no_schedule,0,0
1008737,UNKNOWN,1008737,OUTRO,ESPACO_1008737,10,8,2026/2,False,no_schedule,0,0
1008738,UNKNOWN,1008738,OUTRO,ESPACO_1008738,10,8,2026/2,False,no_schedule,0,0
1008739,UNKNOWN,1008739,OUTRO,ESPACO_1008739,10,8,2026/2,False,no_schedule,0,0
1008740,DFS,001,AUDITORIO,DFS - AUDITÓRIO - 001,60,48,2026/2,True,active,22,67
1008741,UNKNOWN,1008741,OUTRO,ESPACO_1008741,30,24,2026/2,False,no_schedule,0,0
1008742,DFS,006,SALA DE AULA,DFS - SALA DE AULA - 006,25,20,2026/2,True,active,10,20
1008743,UNKNOWN,1008743,OUTRO,ESPACO_1008743,40,32,2026/2,False,no_schedule,0,0
1008744,UNKNOWN,1008744,OUTRO,ESPACO_1008744,30,24,2026/2,False,no_schedule,0,0
1008745,UNKNOWN,1008745,OUTRO,ESPACO_1008745,30,24,2026/2,False,no_schedule,0,0
1008746,UNKNOWN,1008746,OUTRO,ESPACO_1008746,20,16,2026/2,False,no_schedule,0,0
1008747,UNKNOWN,1008747,OUTRO,ESPACO_1008747,20,16,2026/2,False,no_schedule,0,0
1008748,UNKNOWN,1008748,OUTRO,ESPACO_1008748,20,16,2026/2,False,no_schedule,0,0
1008749,DMO,001,SALA DE AULA,SALA DE AULA - DMO - 001,60,48,2026/2,True,active,5,19
1008750,DMO,003,SALA DE AULA,SALA DE AULA - DMO - 003,30,24,2026/2,True,active,12,25
1008751,DMO,006,SALA DE AULA,SALA DE AULA - DMO - 006,30,24,2026/2,True,active,9,22
1008752,DMO,007,SALA DE AULA,SALA DE AULA - DMO - 007,30,24,2026/2,True,active,13,27
1008753,UNKNOWN,1008753,OUTRO,ESPACO_1008753,20,16,2026/2,False,no_schedule,0,0
1008754,DMO,010,SALA DE AULA,SALA DE AULA - DMO - 010,25,20,2026/2,True,active,17,34
1008755,DMO,012,SALA DE AULA,SALA DE AULA - DMO - 012,25,20,2026/2,True,active,17,32
1008756,DMO,014,SALA DE AULA,SALA DE AULA - DMO - 014,25,20,2026/2,True,active,20,43
1008757,UNKNOWN,1008757,OUTRO,ESPACO_1008757,10,8,2026/2,False,no_schedule,0,0
1008758,UNKNOWN,1008758,OUTRO,ESPACO_1008758,10,8,2026/2,False,no_schedule,0,0
1008759,UNKNOWN,1008759,OUTRO,ESPACO_1008759,12,9,2026/2,False,no_schedule,0,0
1008760,UNKNOWN,1008760,OUTRO,ESPACO_1008760,20,16,2026/2,False,no_schedule,0,0
1008761,UNKNOWN,1008761,OUTRO,ESPACO_1008761,20,16,2026/2,False,no_schedule,0,0
1008762,UNKNOWN,1008762,OUTRO,ESPACO_1008762,20,16,2026/2,False,no_schedule,0,0
1008763,UNKNOWN,1008763,OUTRO,ESPACO_1008763,15,12,2026/2,False,no_schedule,0,0
1008764,LAB DE MICROSCOPIA E LUPAS,11,LABORATORIO,LAB DE MICROSCOPIA E LUPAS - 11,25,20,2026/2,True,active,5,18
1008765,LAB GEOPROCESSAMENTO E CARTOGRAFIA,12,LABORATORIO,LAB GEOPROCESSAMENTO E CARTOGRAFIA - 12,25,20,2026/2,True,active,6,34
1008766,LAB GEOQUIMICA E SEDIMENTOLOGIA,31,LABORATORIO,LAB GEOQUIMICA E SEDIMENTOLOGIA - 31,25,20,2026/2,True,active,6,22
1008767,LAB MINERALOGIA E PALEONTOLOGIA,32,LABORATORIO,LAB MINERALOGIA E PALEONTOLOGIA - 32,25,20,2026/2,True,active,3,10
1008768,UNKNOWN,1008768,OUTRO,ESPACO_1008768,0,0,2026/2,False,no_schedule,0,0
1008769,UNKNOWN,1008769,OUTRO,ESPACO_1008769,0,0,2026/2,False,no_schedule,0,0
1008770,UNKNOWN,1008770,OUTRO,ESPACO_1008770,0,0,2026/2,False,no_schedule,0,0
1008771,UNKNOWN,1008771,OUTRO,ESPACO_1008771,30,24,2026/2,False,no_schedule,0,0
1008772,UNKNOWN,1008772,OUTRO,ESPACO_1008772,20,16,2026/2,False,no_schedule,0,0
1008773,UNKNOWN,1008773,OUTRO,ESPACO_1008773,60,48,2026/2,False,no_schedule,0,0
1008774,UNKNOWN,1008774,OUTRO,ESPACO_1008774,0,0,2026/2,False,no_schedule,0,0
1008775,UNKNOWN,1008775,OUTRO,ESPACO_1008775,0,0,2026/2,False,no_schedule,0,0
1008776,UNKNOWN,1008776,OUTRO,ESPACO_1008776,0,0,2026/2,False,no_schedule,0,0
1008777,UNKNOWN,1008777,OUTRO,ESPACO_1008777,50,40,2026/2,False,no_schedule,0,0
1008778,UNKNOWN,1008778,OUTRO,ESPACO_1008778,15,12,2026/2,False,no_schedule,0,0
1008779,DEF,001,SALA DE AULA,SALA DE AULA 01 - DEF - 001,25,20,2026/2,True,active,11,42
1008780,DEF,002,SALA DE AULA,SALA DE AULA 02 - DEF - 002,25,20,2026/2,True,active,5,20
1008781,UNKNOWN,1008781,OUTRO,ESPACO_1008781,50,40,2026/2,False,no_schedule,0,0
1008782,DEF,004,SALA DE AULA,SALA DE AULA 04 - DEF - 004,25,20,2026/2,True,active,10,34
1008783,UNKNOWN,1008783,OUTRO,ESPACO_1008783,25,20,2026/2,False,no_schedule,0,0
1008784,UNKNOWN,1008784,OUTRO,ESPACO_1008784,25,20,2026/2,False,no_schedule,0,0
1008785,UNKNOWN,1008785,OUTRO,ESPACO_1008785,20,16,2026/2,False,no_schedule,0,0
1008786,UNKNOWN,1008786,OUTRO,ESPACO_1008786,50,40,2026/2,False,no_schedule,0,0
1008787,CODAP,001,OUTRO,CODAP - COLÉGIO DE APLICAÇÃO ALA A - 001,35,28,2026/2,True,active,2,8
1008788,UNKNOWN,1008788,OUTRO,ESPACO_1008788,35,28,2026/2,False,no_schedule,0,0
1008789,CODAP,003,OUTRO,CODAP - COLÉGIO DE APLICAÇÃO ALA A - 003,35,28,2026/2,True,active,3,12
1008790,UNKNOWN,1008790,OUTRO,ESPACO_1008790,35,28,2026/2,False,no_schedule,0,0
1008791,UNKNOWN,1008791,OUTRO,ESPACO_1008791,35,28,2026/2,False,no_schedule,0,0
1008792,UNKNOWN,1008792,OUTRO,ESPACO_1008792,35,28,2026/2,False,no_schedule,0,0
1008793,UNKNOWN,1008793,OUTRO,ESPACO_1008793,35,28,2026/2,False,no_schedule,0,0
1008794,UNKNOWN,1008794,OUTRO,ESPACO_1008794,35,28,2026/2,False,no_schedule,0,0
1008795,UNKNOWN,1008795,OUTRO,ESPACO_1008795,35,28,2026/2,False,no_schedule,0,0
1008796,UNKNOWN,1008796,OUTRO,ESPACO_1008796,35,28,2026/2,False,no_schedule,0,0
1008797,UNKNOWN,1008797,OUTRO,ESPACO_1008797,35,28,2026/2,False,no_schedule,0,0
1008798,UNKNOWN,1008798,OUTRO,ESPACO_1008798,35,28,2026/2,False,no_schedule,0,0
1008799,UNKNOWN,1008799,OUTRO,ESPACO_1008799,35,28,2026/2,False,no_schedule,0,0
1008800,UNKNOWN,1008800,OUTRO,ESPACO_1008800,35,28,2026/2,False,no_schedule,0,0
1008801,UNKNOWN,1008801,OUTRO,ESPACO_1008801,35,28,2026/2,False,no_schedule,0,0
1008802,UNKNOWN,1008802,OUTRO,ESPACO_1008802,35,28,2026/2,False,no_schedule,0,0
1008803,UNKNOWN,1008803,OUTRO,ESPACO_1008803,35,28,2026/2,False,no_schedule,0,0
1008804,UNKNOWN,1008804,OUTRO,ESPACO_1008804,35,28,2026/2,False,no_schedule,0,0
1008805,UNKNOWN,1008805,OUTRO,ESPACO_1008805,30,24,2026/2,False,no_schedule,0,0
1008806,UNKNOWN,1008806,OUTRO,ESPACO_1008806,30,24,2026/2,False,no_schedule,0,0
1008807,UNKNOWN,1008807,OUTRO,ESPACO_1008807,30,24,2026/2,False,no_schedule,0,0
1008808,UNKNOWN,1008808,OUTRO,ESPACO_1008808,30,24,2026/2,False,no_schedule,0,0
1008809,UNKNOWN,1008809,OUTRO,ESPACO_1008809,30,24,2026/2,False,no_schedule,0,0
1008810,UNKNOWN,1008810,OUTRO,ESPACO_1008810,30,24,2026/2,False,no_schedule,0,0
1008811,UNKNOWN,1008811,OUTRO,ESPACO_1008811,30,24,2026/2,False,no_schedule,0,0
1008812,UNKNOWN,1008812,OUTRO,ESPACO_1008812,30,24,2026/2,False,no_schedule,0,0
1008813,UNKNOWN,1008813,OUTRO,ESPACO_1008813,30,24,2026/2,False,no_schedule,0,0
1008814,UNKNOWN,1008814,OUTRO,ESPACO_1008814,30,24,2026/2,False,no_schedule,0,0
1008815,UNKNOWN,1008815,OUTRO,ESPACO_1008815,80,64,2026/2,False,no_schedule,0,0
1008816,UNKNOWN,1008816,OUTRO,ESPACO_1008816,0,0,2026/2,False,no_schedule,0,0
1008817,UNKNOWN,1008817,OUTRO,ESPACO_1008817,6,4,2026/2,False,no_schedule,0,0
1008818,UNKNOWN,1008818,OUTRO,ESPACO_1008818,10,8,2026/2,False,no_schedule,0,0
1008819,UNKNOWN,1008819,OUTRO,ESPACO_1008819,10,8,2026/2,False,no_schedule,0,0
1008820,UNKNOWN,1008820,OUTRO,ESPACO_1008820,8,6,2026/2,False,no_schedule,0,0
1008821,UNKNOWN,1008821,OUTRO,ESPACO_1008821,0,0,2026/2,False,no_schedule,0,0
1008822,UNKNOWN,1008822,OUTRO,ESPACO_1008822,0,0,2026/2,False,no_schedule,0,0
1008823,UNKNOWN,1008823,OUTRO,ESPACO_1008823,0,0,2026/2,False,no_schedule,0,0
1008824,UNKNOWN,1008824,OUTRO,ESPACO_1008824,0,0,2026/2,False,no_schedule,0,0
1008825,UNKNOWN,1008825,OUTRO,ESPACO_1008825,0,0,2026/2,False,no_schedule,0,0
1008826,UNKNOWN,1008826,OUTRO,ESPACO_1008826,10,8,2026/2,False,no_schedule,0,0
1008827,UNKNOWN,1008827,OUTRO,ESPACO_1008827,0,0,2026/2,False,no_schedule,0,0
1008828,UNKNOWN,1008828,OUTRO,ESPACO_1008828,0,0,2026/2,False,no_schedule,0,0
1008829,UNKNOWN,1008829,OUTRO,ESPACO_1008829,0,0,2026/2,False,no_schedule,0,0
1008830,UNKNOWN,1008830,OUTRO,ESPACO_1008830,50,40,2026/2,False,no_schedule,0,0
1008831,UNKNOWN,1008831,OUTRO,ESPACO_1008831,50,40,2026/2,False,no_schedule,0,0
1008832,UNKNOWN,1008832,OUTRO,ESPACO_1008832,50,40,2026/2,False,no_schedule,0,0
1008833,UNKNOWN,1008833,OUTRO,ESPACO_1008833,50,40,2026/2,False,no_schedule,0,0
1008834,UNKNOWN,1008834,OUTRO,ESPACO_1008834,50,40,2026/2,False,no_schedule,0,0
1008835,UNKNOWN,1008835,OUTRO,ESPACO_1008835,50,40,2026/2,False,no_schedule,0,0
1008836,UNKNOWN,1008836,OUTRO,ESPACO_1008836,50,40,2026/2,False,no_schedule,0,0
1008837,UNKNOWN,1008837,OUTRO,ESPACO_1008837,50,40,2026/2,False,no_schedule,0,0
1008838,UNKNOWN,1008838,OUTRO,ESPACO_1008838,24,19,2026/2,False,no_schedule,0,0
1008839,UNKNOWN,1008839,OUTRO,ESPACO_1008839,40,32,2026/2,False,no_schedule,0,0
1008840,UNKNOWN,1008840,OUTRO,ESPACO_1008840,10,8,2026/2,False,no_schedule,0,0
1008841,UNKNOWN,1008841,OUTRO,ESPACO_1008841,10,8,2026/2,False,no_schedule,0,0
1008842,UNKNOWN,1008842,OUTRO,ESPACO_1008842,0,0,2026/2,False,no_schedule,0,0
1008843,UNKNOWN,1008843,OUTRO,ESPACO_1008843,0,0,2026/2,False,no_schedule,0,0
1008844,UNKNOWN,1008844,OUTRO,ESPACO_1008844,0,0,2026/2,False,no_schedule,0,0
1008845,UNKNOWN,1008845,OUTRO,ESPACO_1008845,30,24,2026/2,False,no_schedule,0,0
1008846,UNKNOWN,1008846,OUTRO,ESPACO_1008846,0,0,2026/2,False,no_schedule,0,0
1008847,UNKNOWN,1008847,OUTRO,ESPACO_1008847,0,0,2026/2,False,no_schedule,0,0
1008848,UNKNOWN,1008848,OUTRO,ESPACO_1008848,0,0,2026/2,False,no_schedule,0,0
1008849,UNKNOWN,1008849,OUTRO,ESPACO_1008849,20,16,2026/2,False,no_schedule,0,0
1008850,UNKNOWN,1008850,OUTRO,ESPACO_1008850,10,8,2026/2,False,no_schedule,0,0
1008851,UNKNOWN,1008851,OUTRO,ESPACO_1008851,10,8,2026/2,False,no_schedule,0,0
1008852,UNKNOWN,1008852,OUTRO,ESPACO_1008852,10,8,2026/2,False,no_schedule,0,0
1008853,UNKNOWN,1008853,OUTRO,ESPACO_1008853,30,24,2026/2,False,no_schedule,0,0
1008854,UNKNOWN,1008854,OUTRO,ESPACO_1008854,30,24,2026/2,False,no_schedule,0,0
1008855,UNKNOWN,1008855,OUTRO,ESPACO_1008855,30,24,2026/2,False,no_schedule,0,0
1008856,UNKNOWN,1008856,OUTRO,ESPACO_1008856,30,24,2026/2,False,no_schedule,0,0
1008857,UNKNOWN,1008857,OUTRO,ESPACO_1008857,30,24,2026/2,False,no_schedule,0,0
1008858,UNKNOWN,1008858,OUTRO,ESPACO_1008858,30,24,2026/2,False,no_schedule,0,0
1008859,UNKNOWN,1008859,OUTRO,ESPACO_1008859,30,24,2026/2,False,no_schedule,0,0
1008860,UNKNOWN,1008860,OUTRO,ESPACO_1008860,100,80,2026/2,False,no_schedule,0,0
1008861,UNKNOWN,1008861,OUTRO,ESPACO_1008861,0,0,2026/2,False,no_schedule,0,0
1008862,UNKNOWN,1008862,OUTRO,ESPACO_1008862,15,12,2026/2,False,no_schedule,0,0
1008863,UNKNOWN,1008863,OUTRO,ESPACO_1008863,40,32,2026/2,False,no_schedule,0,0
1008864,UNKNOWN,1008864,OUTRO,ESPACO_1008864,40,32,2026/2,False,no_schedule,0,0
1008865,UNKNOWN,1008865,OUTRO,ESPACO_1008865,30,24,2026/2,False,no_schedule,0,0
1008866,UNKNOWN,1008866,OUTRO,ESPACO_1008866,40,32,2026/2,False,no_schedule,0,0
1008867,UNKNOWN,1008867,OUTRO,ESPACO_1008867,30,24,2026/2,False,no_schedule,0,0
1008868,UNKNOWN,1008868,OUTRO,ESPACO_1008868,22,17,2026/2,False,no_schedule,0,0
1008869,UNKNOWN,1008869,OUTRO,ESPACO_1008869,10,8,2026/2,False,no_schedule,0,0
1008870,UNKNOWN,1008870,OUTRO,ESPACO_1008870,24,19,2026/2,False,no_schedule,0,0
1008871,UNKNOWN,1008871,OUTRO,ESPACO_1008871,20,16,2026/2,False,no_schedule,0,0
1008872,UNKNOWN,1008872,OUTRO,ESPACO_1008872,40,32,2026/2,False,no_schedule,0,0
1008873,UNKNOWN,1008873,OUTRO,ESPACO_1008873,12,9,2026/2,False,no_schedule,0,0
1008874,UNKNOWN,1008874,OUTRO,ESPACO_1008874,24,19,2026/2,False,no_schedule,0,0
1008875,UNKNOWN,1008875,OUTRO,ESPACO_1008875,50,40,2026/2,False,no_schedule,0,0
1008876,UNKNOWN,1008876,OUTRO,ESPACO_1008876,50,40,2026/2,False,no_schedule,0,0
1008877,UNKNOWN,1008877,OUTRO,ESPACO_1008877,30,24,2026/2,False,no_schedule,0,0
1008878,UNKNOWN,1008878,OUTRO,ESPACO_1008878,20,16,2026/2,False,no_schedule,0,0
1008879,UNKNOWN,1008879,OUTRO,ESPACO_1008879,50,40,2026/2,False,no_schedule,0,0
1008880,UNKNOWN,1008880,OUTRO,ESPACO_1008880,30,24,2026/2,False,no_schedule,0,0
1008881,UNKNOWN,1008881,OUTRO,ESPACO_1008881,50,40,2026/2,False,no_schedule,0,0
1008882,UNKNOWN,1008882,OUTRO,ESPACO_1008882,80,64,2026/2,False,no_schedule,0,0
1008883,UNKNOWN,1008883,OUTRO,ESPACO_1008883,50,40,2026/2,False,no_schedule,0,0
1008884,UNKNOWN,1008884,OUTRO,ESPACO_1008884,20,16,2026/2,False,no_schedule,0,0
1008885,UNKNOWN,1008885,OUTRO,ESPACO_1008885,50,40,2026/2,False,no_schedule,0,0
1008886,UNKNOWN,1008886,OUTRO,ESPACO_1008886,50,40,2026/2,False,no_schedule,0,0
1008887,UNKNOWN,1008887,OUTRO,ESPACO_1008887,50,40,2026/2,False,no_schedule,0,0
1008888,UNKNOWN,1008888,OUTRO,ESPACO_1008888,30,24,2026/2,False,no_schedule,0,0
1008889,UNKNOWN,1008889,OUTRO,ESPACO_1008889,50,40,2026/2,False,no_schedule,0,0
1008890,UNKNOWN,1008890,OUTRO,ESPACO_1008890,50,40,2026/2,False,no_schedule,0,0
1008891,UNKNOWN,1008891,OUTRO,ESPACO_1008891,50,40,2026/2,False,no_schedule,0,0
1008892,UNKNOWN,1008892,OUTRO,ESPACO_1008892,30,24,2026/2,False,no_schedule,0,0
1008893,UNKNOWN,1008893,OUTRO,ESPACO_1008893,30,24,2026/2,False,no_schedule,0,0
1008894,UNKNOWN,1008894,OUTRO,ESPACO_1008894,30,24,2026/2,False,no_schedule,0,0
1008895,UNKNOWN,1008895,OUTRO,ESPACO_1008895,30,24,2026/2,False,no_schedule,0,0
1008896,UNKNOWN,1008896,OUTRO,ESPACO_1008896,50,40,2026/2,False,no_schedule,0,0
1008897,UNKNOWN,1008897,OUTRO,ESPACO_1008897,50,40,2026/2,False,no_schedule,0,0
1008898,UNKNOWN,1008898,OUTRO,ESPACO_1008898,50,40,2026/2,False,no_schedule,0,0
1008899,UNKNOWN,1008899,OUTRO,ESPACO_1008899,50,40,2026/2,False,no_schedule,0,0
1008900,UNKNOWN,1008900,OUTRO,ESPACO_1008900,50,40,2026/2,False,no_schedule,0,0
1008901,UNKNOWN,1008901,OUTRO,ESPACO_1008901,50,40,2026/2,False,no_schedule,0,0
1008902,UNKNOWN,1008902,OUTRO,ESPACO_1008902,50,40,2026/2,False,no_schedule,0,0
1008903,UNKNOWN,1008903,OUTRO,ESPACO_1008903,50,40,2026/2,False,no_schedule,0,0
1008904,UNKNOWN,1008904,OUTRO,ESPACO_1008904,50,40,2026/2,False,no_schedule,0,0
1008905,UNKNOWN,1008905,OUTRO,ESPACO_1008905,50,40,2026/2,False,no_schedule,0,0
1008906,UNKNOWN,1008906,OUTRO,ESPACO_1008906,50,40,2026/2,False,no_schedule,0,0
1008907,UNKNOWN,1008907,OUTRO,ESPACO_1008907,30,24,2026/2,False,no_schedule,0,0
1008908,UNKNOWN,1008908,OUTRO,ESPACO_1008908,30,24,2026/2,False,no_schedule,0,0
1008909,UNKNOWN,1008909,OUTRO,ESPACO_1008909,0,0,2026/2,False,no_schedule,0,0
1008910,UNKNOWN,1008910,OUTRO,ESPACO_1008910,0,0,2026/2,False,no_schedule,0,0
1008911,UNKNOWN,1008911,OUTRO,ESPACO_1008911,0,0,2026/2,False,no_schedule,0,0
1008912,UNKNOWN,1008912,OUTRO,ESPACO_1008912,0,0,2026/2,False,no_schedule,0,0
1008913,UNKNOWN,1008913,OUTRO,ESPACO_1008913,0,0,2026/2,False,no_schedule,0,0
1008914,UNKNOWN,1008914,OUTRO,ESPACO_1008914,10,8,2026/2,False,no_schedule,0,0
1008915,UNKNOWN,1008915,OUTRO,ESPACO_1008915,0,0,2026/2,False,no_schedule,0,0
1008916,UNKNOWN,1008916,OUTRO,ESPACO_1008916,0,0,2026/2,False,no_schedule,0,0
1008917,UNKNOWN,1008917,OUTRO,ESPACO_1008917,0,0,2026/2,False,no_schedule,0,0
1008918,UNKNOWN,1008918,OUTRO,ESPACO_1008918,0,0,2026/2,False,no_schedule,0,0
1008919,UNKNOWN,1008919,OUTRO,ESPACO_1008919,0,0,2026/2,False,no_schedule,0,0
1008920,UNKNOWN,1008920,OUTRO,ESPACO_1008920,0,0,2026/2,False,no_schedule,0,0
1008921,UNKNOWN,1008921,OUTRO,ESPACO_1008921,0,0,2026/2,False,no_schedule,0,0
1008922,UNKNOWN,1008922,OUTRO,ESPACO_1008922,0,0,2026/2,False,no_schedule,0,0
1008923,UNKNOWN,1008923,OUTRO,ESPACO_1008923,0,0,2026/2,False,no_schedule,0,0
1008924,UNKNOWN,1008924,OUTRO,ESPACO_1008924,0,0,2026/2,False,no_schedule,0,0
1008925,UNKNOWN,1008925,OUTRO,ESPACO_1008925,0,0,2026/2,False,no_schedule,0,0
1008926,UNKNOWN,1008926,OUTRO,ESPACO_1008926,0,0,2026/2,False,no_schedule,0,0
1008927,UNKNOWN,1008927,OUTRO,ESPACO_1008927,0,0,2026/2,False,no_schedule,0,0
1008928,UNKNOWN,1008928,OUTRO,ESPACO_1008928,0,0,2026/2,False,no_schedule,0,0
1008929,UNKNOWN,1008929,OUTRO,ESPACO_1008929,0,0,2026/2,False,no_schedule,0,0
1008930,UNKNOWN,1008930,OUTRO,ESPACO_1008930,0,0,2026/2,False,no_schedule,0,0
1008931,UNKNOWN,1008931,OUTRO,ESPACO_1008931,0,0,2026/2,False,no_schedule,0,0
1008932,UNKNOWN,1008932,OUTRO,ESPACO_1008932,0,0,2026/2,False,no_schedule,0,0
1008933,UNKNOWN,1008933,OUTRO,ESPACO_1008933,0,0,2026/2,False,no_schedule,0,0
1008934,UNKNOWN,1008934,OUTRO,ESPACO_1008934,0,0,2026/2,False,no_schedule,0,0
1008935,UNKNOWN,1008935,OUTRO,ESPACO_1008935,20,16,2026/2,False,no_schedule,0,0
1008936,UNKNOWN,1008936,OUTRO,ESPACO_1008936,0,0,2026/2,False,no_schedule,0,0
1008937,UNKNOWN,1008937,OUTRO,ESPACO_1008937,0,0,2026/2,False,no_schedule,0,0
1008938,UNKNOWN,1008938,OUTRO,ESPACO_1008938,10,8,2026/2,False,no_schedule,0,0
1008939,UNKNOWN,1008939,OUTRO,ESPACO_1008939,0,0,2026/2,False,no_schedule,0,0
1008940,UNKNOWN,1008940,OUTRO,ESPACO_1008940,0,0,2026/2,False,no_schedule,0,0
1008941,UNKNOWN,1008941,OUTRO,ESPACO_1008941,0,0,2026/2,False,no_schedule,0,0
1008942,UNKNOWN,1008942,OUTRO,ESPACO_1008942,10,8,2026/2,False,no_schedule,0,0
1008943,UNKNOWN,1008943,OUTRO,ESPACO_1008943,0,0,2026/2,False,no_schedule,0,0
1008944,UNKNOWN,1008944,OUTRO,ESPACO_1008944,0,0,2026/2,False,no_schedule,0,0
1008945,UNKNOWN,1008945,OUTRO,ESPACO_1008945,0,0,2026/2,False,no_schedule,0,0
1008946,UNKNOWN,1008946,OUTRO,ESPACO_1008946,0,0,2026/2,False,no_schedule,0,0
1008947,UNKNOWN,1008947,OUTRO,ESPACO_1008947,0,0,2026/2,False,no_schedule,0,0
1008948,UNKNOWN,1008948,OUTRO,ESPACO_1008948,0,0,2026/2,False,no_schedule,0,0
1008949,UNKNOWN,1008949,OUTRO,ESPACO_1008949,0,0,2026/2,False,no_schedule,0,0
1008950,UNKNOWN,1008950,OUTRO,ESPACO_1008950,0,0,2026/2,False,no_schedule,0,0
1008951,UNKNOWN,1008951,OUTRO,ESPACO_1008951,0,0,2026/2,False,no_schedule,0,0
1008952,UNKNOWN,1008952,OUTRO,ESPACO_1008952,0,0,2026/2,False,no_schedule,0,0
1008953,UNKNOWN,1008953,OUTRO,ESPACO_1008953,0,0,2026/2,False,no_schedule,0,0
1008954,UNKNOWN,1008954,OUTRO,ESPACO_1008954,0,0,2026/2,False,no_schedule,0,0
1008955,UNKNOWN,1008955,OUTRO,ESPACO_1008955,0,0,2026/2,False,no_schedule,0,0
1008956,UNKNOWN,1008956,OUTRO,ESPACO_1008956,0,0,2026/2,False,no_schedule,0,0
1008957,UNKNOWN,1008957,OUTRO,ESPACO_1008957,0,0,2026/2,False,no_schedule,0,0
1008958,UNKNOWN,1008958,OUTRO,ESPACO_1008958,0,0,2026/2,False,no_schedule,0,0
1008959,UNKNOWN,1008959,OUTRO,ESPACO_1008959,0,0,2026/2,False,no_schedule,0,0
1008960,UNKNOWN,1008960,OUTRO,ESPACO_1008960,0,0,2026/2,False,no_schedule,0,0
1008961,UNKNOWN,1008961,OUTRO,ESPACO_1008961,0,0,2026/2,False,no_schedule,0,0
1008962,SALA DO CULTART,001,SALA DE AULA,SALA DO CULTART - 001,30,24,2026/2,True,active,2,8
1008963,UNKNOWN,1008963,OUTRO,ESPACO_1008963,40,32,2026/2,False,no_schedule,0,0
1008964,UNKNOWN,1008964,OUTRO,ESPACO_1008964,20,16,2026/2,False,no_schedule,0,0
1008965,UNKNOWN,1008965,OUTRO,ESPACO_1008965,10,8,2026/2,False,no_schedule,0,0
1008966,UNKNOWN,1008966,OUTRO,ESPACO_1008966,20,16,2026/2,False,no_schedule,0,0
1008967,UNKNOWN,1008967,OUTRO,ESPACO_1008967,20,16,2026/2,False,no_schedule,0,0
1008968,UNKNOWN,1008968,OUTRO,ESPACO_1008968,20,16,2026/2,False,no_schedule,0,0
1008969,UNKNOWN,1008969,OUTRO,ESPACO_1008969,20,16,2026/2,False,no_schedule,0,0
1008970,UNKNOWN,1008970,OUTRO,ESPACO_1008970,20,16,2026/2,False,no_schedule,0,0
1008971,UNKNOWN,1008971,OUTRO,ESPACO_1008971,20,16,2026/2,False,no_schedule,0,0
1008972,UNKNOWN,1008972,OUTRO,ESPACO_1008972,30,24,2026/2,False,no_schedule,0,0
1008973,UNKNOWN,1008973,OUTRO,ESPACO_1008973,50,40,2026/2,False,no_schedule,0,0
1008974,UNKNOWN,1008974,OUTRO,ESPACO_1008974,50,40,2026/2,False,no_schedule,0,0
1008975,BLOCO B,002,LABORATORIO,BLOCO B LAB SIST III - 002,50,40,2026/2,True,active,4,18
1008976,UNKNOWN,1008976,OUTRO,ESPACO_1008976,50,40,2026/2,False,no_schedule,0,0
1008977,UNKNOWN,1008977,OUTRO,ESPACO_1008977,50,40,2026/2,False,no_schedule,0,0
1008978,BLOCO C,001,LABORATORIO,BLOCO C LAB DIDATICO QUI I - 001,24,19,2026/2,True,active,1,4
1008979,BLOCO C,002,LABORATORIO,BLOCO C LAB DIDATICO QUI II - 002,32,25,2026/2,True,active,1,4
1008980,UNKNOWN,1008980,OUTRO,ESPACO_1008980,30,24,2026/2,False,no_schedule,0,0
1008981,UNKNOWN,1008981,OUTRO,ESPACO_1008981,35,28,2026/2,False,no_schedule,0,0
1008982,UNKNOWN,1008982,OUTRO,ESPACO_1008982,30,24,2026/2,False,no_schedule,0,0
1008983,UNKNOWN,1008983,OUTRO,ESPACO_1008983,30,24,2026/2,False,no_schedule,0,0
1008984,BLOCO C,007,LABORATORIO,BLOCO C LAB ENS FIS I - 007,25,20,2026/2,True,active,4,8
1008985,UNKNOWN,1008985,OUTRO,ESPACO_1008985,25,20,2026/2,False,no_schedule,0,0
1008986,BLOCO B,FÍSICA MODERNA,LABORATORIO,BLOCO B LAB ENS - FÍSICA MODERNA,10,8,2026/2,True,active,1,4
1008987,BLOCO C,101,SALA DE AULA,BLOCO C SALA - 101,50,40,2026/2,True,active,5,20
1008988,BLOCO C,102,SALA DE AULA,BLOCO C SALA - 102,50,40,2026/2,True,active,5,20
1008989,BLOCO C,103,SALA DE AULA,BLOCO C SALA - 103,50,40,2026/2,True,active,4,16
1008990,BLOCO C,104,SALA DE AULA,BLOCO C SALA - 104,50,40,2026/2,True,active,9,37
1008991,BLOCO C,105,SALA DE AULA,BLOCO C SALA - 105,50,40,2026/2,True,active,5,16
